Category,OrderDate,Sales
"Eggs, Meat & Fish",2017/5/30,2317
"Eggs, Meat & Fish",2017/5/30,1719
Oil & Masala,2017/5/30,2116
Beverages,2017/5/30,1868
Oil & Masala,2017/5/30,1354
"Eggs, Meat & Fish",2017/5/30,605
Bakery,2017/5/30,957
Fruits & Veggies,2017/5/30,2312
Food Grains,2017/5/30,1134
Food Grains,2017/5/30,2044
Food Grains,2017/5/30,1211
Oil & Masala,2017/5/31,2279
Bakery,2017/5/31,2039
"Eggs, Meat & Fish",2017/5/31,1918
Food Grains,2017/5/31,782
Oil & Masala,2017/5/31,2112
Fruits & Veggies,2017/5/31,564
Beverages,2017/6/2,972
Food Grains,2017/6/2,1680
"Eggs, Meat & Fish",2017/6/2,1536
Food Grains,2017/6/2,2169
Beverages,2017/6/3,1489
Oil & Masala,2017/6/4,1232
Bakery,2017/6/4,2163
Fruits & Veggies,2017/6/4,1481
Snacks,2017/6/4,2492
Bakery,2017/6/4,962
Beverages,2017/6/4,1432
Oil & Masala,2017/6/4,523
Oil & Masala,2017/6/4,1540
Food Grains,2017/6/4,683
Beverages,2017/6/4,855
Snacks,2017/6/4,1306
"Eggs, Meat & Fish",2017/6/4,2230
Bakery,2017/6/5,1438
"Eggs, Meat & Fish",2017/6/5,2181
"Eggs, Meat & Fish",2017/6/5,1712
Snacks,2017/6/5,2479
Beverages,2017/6/5,1180
Snacks,2017/6/5,2305
Fruits & Veggies,2017/6/5,2035
Beverages,2017/6/5,1483
"Eggs, Meat & Fish",2017/6/6,1200
Bakery,2017/6/6,1152
Beverages,2017/6/6,1368
Fruits & Veggies,2017/6/6,1350
Beverages,2017/6/6,636
"Eggs, Meat & Fish",2017/6/6,2359
"Eggs, Meat & Fish",2017/6/6,1678
"Eggs, Meat & Fish",2017/6/6,2112
Oil & Masala,2017/6/6,524
Fruits & Veggies,2017/6/6,1795
Bakery,2017/6/6,1613
Beverages,2017/6/6,697
Bakery,2017/6/6,914
Bakery,2017/6/6,2378
Snacks,2017/6/6,2038
Oil & Masala,2017/6/6,2126
Food Grains,2017/6/6,1567
Oil & Masala,2017/6/7,1697
Beverages,2017/6/7,1261
Fruits & Veggies,2017/6/7,1945
Snacks,2017/6/7,2442
Beverages,2017/6/9,697
Bakery,2017/6/9,1539
Fruits & Veggies,2017/6/9,2311
Beverages,2017/6/9,1880
Fruits & Veggies,2017/6/10,1505
"Eggs, Meat & Fish",2017/6/10,1791
Snacks,2017/6/10,1826
Bakery,2017/6/10,809
Beverages,2017/6/11,590
Food Grains,2017/6/11,1593
Fruits & Veggies,2017/6/11,2270
"Eggs, Meat & Fish",2017/6/11,637
Fruits & Veggies,2017/6/11,839
Snacks,2017/6/11,1698
Fruits & Veggies,2017/6/11,544
Oil & Masala,2017/6/11,1506
Food Grains,2017/6/12,2360
Fruits & Veggies,2017/6/12,2303
Beverages,2017/6/12,2027
"Eggs, Meat & Fish",2017/6/12,1235
Fruits & Veggies,2017/6/12,1243
Bakery,2017/6/12,649
"Eggs, Meat & Fish",2017/6/12,2354
Beverages,2017/6/12,1443
"Eggs, Meat & Fish",2017/6/12,2200
Snacks,2017/6/12,861
Snacks,2017/6/12,2023
Snacks,2017/6/12,1798
Snacks,2017/6/12,815
Bakery,2017/6/12,1476
Snacks,2017/6/12,1631
"Eggs, Meat & Fish",2017/6/12,2034
Food Grains,2017/6/12,1678
Bakery,2017/6/12,2417
Beverages,2017/6/12,2404
Fruits & Veggies,2017/6/12,1333
Fruits & Veggies,2017/6/12,1508
Beverages,2017/6/12,669
Bakery,2017/6/13,1084
Oil & Masala,2017/6/13,547
Oil & Masala,2017/6/13,1752
Fruits & Veggies,2017/6/14,2154
Food Grains,2017/6/14,1416
"Eggs, Meat & Fish",2017/6/14,511
Snacks,2017/6/14,1727
Food Grains,2017/6/14,1414
Beverages,2017/6/14,2228
Bakery,2017/6/14,1637
Snacks,2017/6/14,1883
Beverages,2017/6/14,621
Food Grains,2017/6/14,995
Bakery,2017/6/15,1554
"Eggs, Meat & Fish",2017/6/16,2011
Oil & Masala,2017/6/16,1288
Oil & Masala,2017/6/16,1953
Food Grains,2017/6/17,2350
"Eggs, Meat & Fish",2017/6/17,1179
Food Grains,2017/6/17,1624
"Eggs, Meat & Fish",2017/6/17,1316
Beverages,2017/6/17,2121
Oil & Masala,2017/6/17,1428
Snacks,2017/6/17,706
Fruits & Veggies,2017/6/17,2102
Snacks,2017/6/17,1004
"Eggs, Meat & Fish",2017/6/17,1586
Food Grains,2017/6/17,1675
Fruits & Veggies,2017/6/17,1554
Beverages,2017/6/17,522
Bakery,2017/6/17,661
"Eggs, Meat & Fish",2017/6/17,2307
"Eggs, Meat & Fish",2017/6/17,2214
Bakery,2017/6/17,696
Beverages,2017/6/17,1562
Fruits & Veggies,2017/6/18,1074
Snacks,2017/6/18,947
"Eggs, Meat & Fish",2017/6/18,2309
Bakery,2017/6/18,1811
Fruits & Veggies,2017/6/19,1208
Snacks,2017/6/20,1488
Snacks,2017/6/20,726
Beverages,2017/6/20,1100
"Eggs, Meat & Fish",2017/6/20,1759
Fruits & Veggies,2017/6/20,735
Snacks,2017/6/20,664
Oil & Masala,2017/6/20,1004
Beverages,2017/6/20,1641
Oil & Masala,2017/6/20,1239
Bakery,2017/6/20,1996
Bakery,2017/6/20,1029
Snacks,2017/6/20,747
Snacks,2017/6/20,609
Fruits & Veggies,2017/6/20,2265
Food Grains,2017/6/20,1046
"Eggs, Meat & Fish",2017/6/20,693
Bakery,2017/6/20,591
Fruits & Veggies,2017/6/21,1382
Oil & Masala,2017/6/21,1640
Oil & Masala,2017/6/21,753
Fruits & Veggies,2017/6/21,1604
Bakery,2017/6/23,771
Bakery,2017/6/23,837
Oil & Masala,2017/6/23,579
Oil & Masala,2017/6/23,1198
Beverages,2017/6/23,1661
Food Grains,2017/6/23,2408
Beverages,2017/6/23,2376
Snacks,2017/6/23,1137
Fruits & Veggies,2017/6/23,881
Bakery,2017/6/23,1930
Snacks,2017/6/23,1052
Beverages,2017/6/24,1586
Beverages,2017/6/24,2367
Bakery,2017/6/24,2039
Bakery,2017/6/24,1972
Food Grains,2017/6/24,1585
Snacks,2017/6/24,1268
Snacks,2017/6/25,1147
Food Grains,2017/6/25,789
"Eggs, Meat & Fish",2017/6/25,1382
Food Grains,2017/6/25,1915
Beverages,2017/6/25,2074
Snacks,2017/6/25,862
Fruits & Veggies,2017/6/26,1223
Snacks,2017/6/26,1224
Fruits & Veggies,2017/6/26,689
Oil & Masala,2017/6/26,1763
Oil & Masala,2017/6/26,785
Snacks,2017/6/26,1431
"Eggs, Meat & Fish",2017/6/26,1314
Food Grains,2017/6/26,1620
Fruits & Veggies,2017/6/26,525
Oil & Masala,2017/6/26,926
Fruits & Veggies,2017/6/26,557
Oil & Masala,2017/6/26,766
Bakery,2017/6/26,2090
Oil & Masala,2017/6/26,1931
Snacks,2017/6/26,1706
"Eggs, Meat & Fish",2017/6/26,2308
Bakery,2017/6/27,644
Food Grains,2017/6/27,1136
Snacks,2017/6/27,2216
Beverages,2017/6/28,1109
Bakery,2017/6/28,1668
Food Grains,2017/6/28,1402
Beverages,2017/6/28,2168
"Eggs, Meat & Fish",2017/6/28,1189
Snacks,2017/6/28,1394
Beverages,2017/6/28,2266
Beverages,2017/6/28,1450
Snacks,2017/6/29,1887
Bakery,2017/6/30,951
Food Grains,2017/6/30,2406
Snacks,2017/6/30,546
"Eggs, Meat & Fish",2017/7/1,2439
Food Grains,2017/7/1,880
Fruits & Veggies,2017/7/1,1232
Snacks,2017/7/1,1319
Bakery,2017/7/1,1499
Food Grains,2017/7/1,1725
Food Grains,2017/7/1,1793
Oil & Masala,2017/7/1,843
Bakery,2017/7/2,2355
Food Grains,2017/7/2,2472
Oil & Masala,2017/7/2,1053
Oil & Masala,2017/7/2,2426
Beverages,2017/7/3,1465
Fruits & Veggies,2017/7/3,609
Oil & Masala,2017/7/3,2071
Fruits & Veggies,2017/7/3,2025
"Eggs, Meat & Fish",2017/7/4,2439
Bakery,2017/7/4,1088
"Eggs, Meat & Fish",2017/7/4,1937
Oil & Masala,2017/7/4,1936
Snacks,2017/7/4,1997
Food Grains,2017/7/4,2468
"Eggs, Meat & Fish",2017/7/4,661
Food Grains,2017/7/7,1272
"Eggs, Meat & Fish",2017/7/7,1473
Beverages,2017/7/7,688
Fruits & Veggies,2017/7/7,1779
Snacks,2017/7/7,874
"Eggs, Meat & Fish",2017/7/7,1964
Beverages,2017/7/7,1652
Food Grains,2017/7/7,679
Fruits & Veggies,2017/7/7,608
Oil & Masala,2017/7/7,1684
Oil & Masala,2017/7/7,1819
Beverages,2017/7/7,1266
Bakery,2017/7/7,2442
Fruits & Veggies,2017/7/7,1546
Oil & Masala,2017/7/7,1233
Food Grains,2017/7/8,1331
Food Grains,2017/7/8,2412
Food Grains,2017/7/8,2269
"Eggs, Meat & Fish",2017/7/8,2094
Snacks,2017/7/8,2352
"Eggs, Meat & Fish",2017/7/8,616
Fruits & Veggies,2017/7/8,2473
Fruits & Veggies,2017/7/8,1460
Snacks,2017/7/8,2306
Food Grains,2017/7/8,1962
Bakery,2017/7/8,1466
"Eggs, Meat & Fish",2017/7/9,1477
Food Grains,2017/7/9,1620
Snacks,2017/7/10,739
Snacks,2017/7/10,600
Oil & Masala,2017/7/10,2482
Fruits & Veggies,2017/7/10,912
Snacks,2017/7/10,1600
Food Grains,2017/7/12,639
Fruits & Veggies,2017/7/14,1382
"Eggs, Meat & Fish",2017/7/14,1925
Bakery,2017/7/14,1050
Fruits & Veggies,2017/7/14,872
Bakery,2017/7/14,726
Beverages,2017/7/14,1085
Oil & Masala,2017/7/14,2341
Bakery,2017/7/14,1988
Fruits & Veggies,2017/7/14,1343
Fruits & Veggies,2017/7/14,1018
Snacks,2017/7/14,1560
Beverages,2017/7/14,2498
Food Grains,2017/7/14,2222
Bakery,2017/7/14,1329
Food Grains,2017/7/14,814
Fruits & Veggies,2017/7/14,1626
"Eggs, Meat & Fish",2017/7/14,1432
Oil & Masala,2017/7/14,1893
Bakery,2017/7/15,1563
Fruits & Veggies,2017/7/15,1668
Snacks,2017/7/15,1435
Beverages,2017/7/16,813
Fruits & Veggies,2017/7/16,2015
Fruits & Veggies,2017/7/16,1963
Snacks,2017/7/16,1899
Beverages,2017/7/16,2172
Beverages,2017/7/16,2016
Fruits & Veggies,2017/7/16,1029
Fruits & Veggies,2017/7/16,832
Fruits & Veggies,2017/7/16,571
"Eggs, Meat & Fish",2017/7/16,996
"Eggs, Meat & Fish",2017/7/16,2421
Fruits & Veggies,2017/7/16,1376
Snacks,2017/7/17,1017
Fruits & Veggies,2017/7/17,2115
Food Grains,2017/7/17,1395
Snacks,2017/7/17,2200
Oil & Masala,2017/7/17,1986
Food Grains,2017/7/17,2477
Bakery,2017/7/17,816
Snacks,2017/7/17,2360
Bakery,2017/7/17,1903
Oil & Masala,2017/7/17,1365
Oil & Masala,2017/7/17,780
Fruits & Veggies,2017/7/17,651
"Eggs, Meat & Fish",2017/7/17,2399
Bakery,2017/7/17,2025
Food Grains,2017/7/17,1916
"Eggs, Meat & Fish",2017/7/17,869
Oil & Masala,2017/7/17,2434
Fruits & Veggies,2017/7/18,2079
Oil & Masala,2017/7/18,2367
Food Grains,2017/7/18,1943
Snacks,2017/7/18,836
Food Grains,2017/7/18,2353
Beverages,2017/7/18,1082
Beverages,2017/7/18,1168
"Eggs, Meat & Fish",2017/7/18,2190
Bakery,2017/7/18,2462
"Eggs, Meat & Fish",2017/7/18,1492
Beverages,2017/7/18,2100
Bakery,2017/7/18,521
"Eggs, Meat & Fish",2017/7/19,536
Food Grains,2017/7/19,2070
Beverages,2017/7/19,1794
Oil & Masala,2017/7/19,2493
Bakery,2017/7/19,1050
Beverages,2017/7/19,814
Beverages,2017/7/19,1597
Fruits & Veggies,2017/7/19,703
Food Grains,2017/7/20,2274
Bakery,2017/7/21,1314
Oil & Masala,2017/7/21,1280
"Eggs, Meat & Fish",2017/7/21,1835
Oil & Masala,2017/7/21,1286
Beverages,2017/7/21,674
Food Grains,2017/7/21,2272
"Eggs, Meat & Fish",2017/7/21,1313
Snacks,2017/7/21,2220
Bakery,2017/7/21,1726
Snacks,2017/7/22,722
Bakery,2017/7/22,1298
Oil & Masala,2017/7/22,533
Snacks,2017/7/22,1257
Bakery,2017/7/22,1405
Fruits & Veggies,2017/7/22,1908
Fruits & Veggies,2017/7/22,952
Oil & Masala,2017/7/22,1240
Oil & Masala,2017/7/22,2461
Fruits & Veggies,2017/7/22,2240
"Eggs, Meat & Fish",2017/7/22,2125
Bakery,2017/7/22,2340
Food Grains,2017/7/23,1478
Food Grains,2017/7/23,1726
Beverages,2017/7/23,1423
Bakery,2017/7/23,865
Beverages,2017/7/23,1086
Food Grains,2017/7/23,1017
Bakery,2017/7/23,1127
Beverages,2017/7/23,1875
"Eggs, Meat & Fish",2017/7/23,2251
Bakery,2017/7/23,992
"Eggs, Meat & Fish",2017/7/24,1599
Food Grains,2017/7/24,568
Food Grains,2017/7/25,1398
Beverages,2017/7/25,1070
Fruits & Veggies,2017/7/25,1948
"Eggs, Meat & Fish",2017/7/25,702
"Eggs, Meat & Fish",2017/7/25,2003
Snacks,2017/7/25,995
Food Grains,2017/7/25,649
"Eggs, Meat & Fish",2017/7/25,577
Bakery,2017/7/25,2481
Fruits & Veggies,2017/7/25,1581
Snacks,2017/7/25,2324
Fruits & Veggies,2017/7/25,2338
Oil & Masala,2017/7/25,2368
Oil & Masala,2017/7/25,2490
"Eggs, Meat & Fish",2017/7/25,1976
Food Grains,2017/7/25,2156
Food Grains,2017/7/25,1991
Beverages,2017/7/25,2285
Snacks,2017/7/25,1544
Food Grains,2017/7/28,1419
Oil & Masala,2017/7/28,2428
Snacks,2017/7/28,871
Oil & Masala,2017/7/28,697
Beverages,2017/7/28,794
Bakery,2017/7/28,1771
Snacks,2017/7/28,693
Food Grains,2017/7/28,1319
Fruits & Veggies,2017/7/29,2285
Bakery,2017/7/29,1452
Fruits & Veggies,2017/7/29,1386
Fruits & Veggies,2017/7/29,1689
Fruits & Veggies,2017/7/30,2295
"Eggs, Meat & Fish",2017/7/30,1339
Food Grains,2017/7/30,1279
Oil & Masala,2017/7/30,1547
Bakery,2017/7/31,918
Snacks,2017/7/31,2191
Oil & Masala,2017/7/31,2181
"Eggs, Meat & Fish",2017/7/31,1149
Snacks,2017/7/31,1518
Snacks,2017/8/1,1368
"Eggs, Meat & Fish",2017/8/1,1723
Snacks,2017/8/1,1114
Bakery,2017/8/1,1229
Beverages,2017/8/2,787
"Eggs, Meat & Fish",2017/8/2,812
Fruits & Veggies,2017/8/2,1943
Fruits & Veggies,2017/8/3,1090
Fruits & Veggies,2017/8/3,536
Bakery,2017/8/4,2056
Bakery,2017/8/4,1644
Beverages,2017/8/4,1419
Food Grains,2017/8/4,1097
"Eggs, Meat & Fish",2017/8/4,1881
Fruits & Veggies,2017/8/4,2305
Fruits & Veggies,2017/8/4,1036
Fruits & Veggies,2017/8/4,2381
Bakery,2017/8/5,2249
Food Grains,2017/8/6,2301
Oil & Masala,2017/8/6,2337
Beverages,2017/8/6,1101
"Eggs, Meat & Fish",2017/8/7,764
Beverages,2017/8/8,1319
Beverages,2017/8/8,1245
"Eggs, Meat & Fish",2017/8/8,916
Beverages,2017/8/8,570
Fruits & Veggies,2017/8/8,2449
"Eggs, Meat & Fish",2017/8/8,735
Food Grains,2017/8/8,2263
"Eggs, Meat & Fish",2017/8/9,1652
Snacks,2017/8/9,854
"Eggs, Meat & Fish",2017/8/9,1242
Beverages,2017/8/9,639
Food Grains,2017/8/9,1177
Bakery,2017/8/11,667
Food Grains,2017/8/11,1355
Oil & Masala,2017/8/11,631
Bakery,2017/8/12,1206
Snacks,2017/8/12,2215
"Eggs, Meat & Fish",2017/8/12,2034
Beverages,2017/8/12,839
Bakery,2017/8/12,1660
"Eggs, Meat & Fish",2017/8/12,2216
Beverages,2017/8/12,2022
Beverages,2017/8/13,800
Bakery,2017/8/13,2267
Fruits & Veggies,2017/8/13,1087
Food Grains,2017/8/13,2449
Food Grains,2017/8/13,2397
Fruits & Veggies,2017/8/13,1851
"Eggs, Meat & Fish",2017/8/13,1462
Snacks,2017/8/13,2268
Beverages,2017/8/13,685
Bakery,2017/8/13,1743
Snacks,2017/8/14,2000
Fruits & Veggies,2017/8/14,1932
Fruits & Veggies,2017/8/14,770
Food Grains,2017/8/14,1604
Bakery,2017/8/14,2468
Bakery,2017/8/14,1017
Food Grains,2017/8/15,1547
Bakery,2017/8/15,926
Fruits & Veggies,2017/8/15,623
Food Grains,2017/8/15,1932
Oil & Masala,2017/8/15,803
Beverages,2017/8/15,528
Snacks,2017/8/15,1257
"Eggs, Meat & Fish",2017/8/15,522
Oil & Masala,2017/8/15,647
Beverages,2017/8/15,2402
Fruits & Veggies,2017/8/16,2363
Snacks,2017/8/16,795
"Eggs, Meat & Fish",2017/8/16,1844
Food Grains,2017/8/17,1680
"Eggs, Meat & Fish",2017/8/18,1980
Fruits & Veggies,2017/8/18,1610
Bakery,2017/8/18,1163
Food Grains,2017/8/18,2460
Food Grains,2017/8/18,1956
Fruits & Veggies,2017/8/18,1274
"Eggs, Meat & Fish",2017/8/19,1081
Bakery,2017/8/19,993
"Eggs, Meat & Fish",2017/8/19,527
"Eggs, Meat & Fish",2017/8/20,941
Oil & Masala,2017/8/21,1255
Food Grains,2017/8/21,1937
Fruits & Veggies,2017/8/21,2440
Bakery,2017/8/21,900
Snacks,2017/8/21,597
"Eggs, Meat & Fish",2017/8/21,779
Snacks,2017/8/21,731
Fruits & Veggies,2017/8/21,719
Oil & Masala,2017/8/21,1790
Snacks,2017/8/21,1902
"Eggs, Meat & Fish",2017/8/21,771
Bakery,2017/8/21,1308
Bakery,2017/8/22,1703
Food Grains,2017/8/22,1630
Snacks,2017/8/22,1689
"Eggs, Meat & Fish",2017/8/22,742
Snacks,2017/8/22,1301
Fruits & Veggies,2017/8/22,1924
Food Grains,2017/8/22,1974
Snacks,2017/8/22,1028
Food Grains,2017/8/23,1880
"Eggs, Meat & Fish",2017/8/23,902
"Eggs, Meat & Fish",2017/8/23,1805
Oil & Masala,2017/8/23,1444
Bakery,2017/8/23,1252
Snacks,2017/8/23,513
Food Grains,2017/8/23,2010
Fruits & Veggies,2017/8/23,839
"Eggs, Meat & Fish",2017/8/23,1764
Food Grains,2017/8/23,1565
Food Grains,2017/8/23,2109
"Eggs, Meat & Fish",2017/8/23,1311
"Eggs, Meat & Fish",2017/8/23,2191
"Eggs, Meat & Fish",2017/8/23,1434
Bakery,2017/8/23,1164
Food Grains,2017/8/23,1448
Bakery,2017/8/26,2297
Beverages,2017/8/26,1534
Beverages,2017/8/26,2005
Beverages,2017/8/26,995
Oil & Masala,2017/8/26,2292
Fruits & Veggies,2017/8/26,653
Beverages,2017/8/26,681
"Eggs, Meat & Fish",2017/8/26,964
Fruits & Veggies,2017/8/26,1193
Oil & Masala,2017/8/26,1747
Beverages,2017/8/26,2191
Beverages,2017/8/26,1838
Snacks,2017/8/26,2428
"Eggs, Meat & Fish",2017/8/26,2189
Beverages,2017/8/26,2008
Beverages,2017/8/26,1025
Oil & Masala,2017/8/26,1747
Fruits & Veggies,2017/8/26,1707
Oil & Masala,2017/8/26,1869
"Eggs, Meat & Fish",2017/8/26,1053
Food Grains,2017/8/27,700
Bakery,2017/8/27,550
Food Grains,2017/8/27,1454
"Eggs, Meat & Fish",2017/8/27,1194
Beverages,2017/8/27,2413
Fruits & Veggies,2017/8/27,1211
Beverages,2017/8/27,623
Oil & Masala,2017/8/27,1903
Fruits & Veggies,2017/8/27,1537
"Eggs, Meat & Fish",2017/8/27,797
Bakery,2017/8/27,2351
Beverages,2017/8/27,1499
Fruits & Veggies,2017/8/27,685
Fruits & Veggies,2017/8/28,1425
Fruits & Veggies,2017/8/28,969
Snacks,2017/8/28,2434
Snacks,2017/8/28,2081
Fruits & Veggies,2017/8/28,2305
Oil & Masala,2017/8/28,611
Oil & Masala,2017/8/29,1475
Bakery,2017/8/29,2118
Beverages,2017/8/29,1527
"Eggs, Meat & Fish",2017/8/29,1395
Food Grains,2017/8/29,1158
"Eggs, Meat & Fish",2017/8/29,648
Oil & Masala,2017/8/29,2010
"Eggs, Meat & Fish",2017/8/29,762
Beverages,2017/8/29,1989
Fruits & Veggies,2017/8/30,945
Beverages,2017/8/30,590
Beverages,2017/8/30,1583
Beverages,2017/8/30,1534
Snacks,2017/8/30,2133
Snacks,2017/8/30,1241
Fruits & Veggies,2017/8/30,1402
Food Grains,2017/8/31,1937
Food Grains,2017/9/1,978
Fruits & Veggies,2017/9/1,2014
Bakery,2017/9/1,645
Food Grains,2017/9/1,2194
Beverages,2017/9/1,1244
Bakery,2017/9/1,2319
Fruits & Veggies,2017/9/1,1599
Beverages,2017/9/1,947
Fruits & Veggies,2017/9/1,783
Fruits & Veggies,2017/9/1,1494
Snacks,2017/9/1,1320
"Eggs, Meat & Fish",2017/9/1,671
Bakery,2017/9/1,2433
Beverages,2017/9/1,532
Fruits & Veggies,2017/9/1,1098
Bakery,2017/9/1,1584
Snacks,2017/9/1,2394
Fruits & Veggies,2017/9/1,1014
Fruits & Veggies,2017/9/1,2435
Food Grains,2017/9/1,1249
Bakery,2017/9/2,2181
Food Grains,2017/9/2,1621
Bakery,2017/9/2,955
Food Grains,2017/9/2,1095
"Eggs, Meat & Fish",2017/9/2,2284
Beverages,2017/9/2,2186
Bakery,2017/9/2,1365
Oil & Masala,2017/9/2,2194
Bakery,2017/9/2,2470
Beverages,2017/9/2,2069
Oil & Masala,2017/9/2,1950
Snacks,2017/9/2,882
Beverages,2017/9/2,1970
Food Grains,2017/9/2,1817
Bakery,2017/9/2,1806
Oil & Masala,2017/9/2,2448
Food Grains,2017/9/2,548
Beverages,2017/9/2,1377
Oil & Masala,2017/9/2,1644
Snacks,2017/9/2,2235
Fruits & Veggies,2017/9/2,1491
Oil & Masala,2017/9/2,706
Snacks,2017/9/2,620
"Eggs, Meat & Fish",2017/9/2,2369
"Eggs, Meat & Fish",2017/9/2,2479
"Eggs, Meat & Fish",2017/9/2,1684
Food Grains,2017/9/3,1598
Bakery,2017/9/3,1852
Snacks,2017/9/3,929
Fruits & Veggies,2017/9/3,2080
Bakery,2017/9/3,2417
Snacks,2017/9/3,615
Beverages,2017/9/3,788
Food Grains,2017/9/3,898
Bakery,2017/9/3,2304
Fruits & Veggies,2017/9/3,1706
Snacks,2017/9/3,927
Snacks,2017/9/3,1960
Snacks,2017/9/3,1286
Oil & Masala,2017/9/4,2264
Fruits & Veggies,2017/9/4,1893
"Eggs, Meat & Fish",2017/9/4,1896
Fruits & Veggies,2017/9/4,1413
Bakery,2017/9/4,1363
Snacks,2017/9/4,1857
Bakery,2017/9/4,2491
Fruits & Veggies,2017/9/4,1859
Snacks,2017/9/4,1639
Food Grains,2017/9/4,939
Snacks,2017/9/4,1480
Bakery,2017/9/4,1426
"Eggs, Meat & Fish",2017/9/4,1540
Oil & Masala,2017/9/4,1111
Oil & Masala,2017/9/4,861
Oil & Masala,2017/9/4,1532
Bakery,2017/9/4,765
Bakery,2017/9/4,583
Bakery,2017/9/5,866
Fruits & Veggies,2017/9/5,620
Snacks,2017/9/5,1216
"Eggs, Meat & Fish",2017/9/5,686
Food Grains,2017/9/5,1648
Food Grains,2017/9/5,506
Snacks,2017/9/5,1579
Oil & Masala,2017/9/5,573
Beverages,2017/9/5,2140
Snacks,2017/9/5,2019
Bakery,2017/9/5,2246
Fruits & Veggies,2017/9/5,1559
Snacks,2017/9/5,1375
Fruits & Veggies,2017/9/5,2306
"Eggs, Meat & Fish",2017/9/5,960
Oil & Masala,2017/9/5,580
"Eggs, Meat & Fish",2017/9/5,2453
"Eggs, Meat & Fish",2017/9/5,1657
Beverages,2017/9/5,1457
Beverages,2017/9/5,1556
Snacks,2017/9/5,707
Fruits & Veggies,2017/9/5,2122
Snacks,2017/9/5,2056
Oil & Masala,2017/9/5,2435
Food Grains,2017/9/5,1040
Beverages,2017/9/5,1391
Food Grains,2017/9/5,1273
"Eggs, Meat & Fish",2017/9/5,1160
Bakery,2017/9/5,859
Food Grains,2017/9/5,1254
Oil & Masala,2017/9/5,1126
Snacks,2017/9/5,1220
Bakery,2017/9/5,733
Food Grains,2017/9/5,1647
Snacks,2017/9/5,2164
Food Grains,2017/9/5,1451
"Eggs, Meat & Fish",2017/9/5,618
"Eggs, Meat & Fish",2017/9/5,2303
Snacks,2017/9/6,2301
Food Grains,2017/9/6,525
Bakery,2017/9/6,978
Beverages,2017/9/6,1510
Snacks,2017/9/6,915
Oil & Masala,2017/9/6,1317
Beverages,2017/9/6,2032
Snacks,2017/9/6,1150
Bakery,2017/9/8,1042
Beverages,2017/9/8,1519
Beverages,2017/9/8,532
"Eggs, Meat & Fish",2017/9/8,1477
Snacks,2017/9/8,505
Fruits & Veggies,2017/9/8,1709
Oil & Masala,2017/9/8,1810
Bakery,2017/9/8,1147
Oil & Masala,2017/9/8,979
Snacks,2017/9/8,2472
Fruits & Veggies,2017/9/8,1851
Oil & Masala,2017/9/8,504
"Eggs, Meat & Fish",2017/9/8,879
Bakery,2017/9/8,2386
Fruits & Veggies,2017/9/8,1174
"Eggs, Meat & Fish",2017/9/8,650
Fruits & Veggies,2017/9/8,2210
Food Grains,2017/9/8,2267
Snacks,2017/9/8,873
Beverages,2017/9/8,1021
Beverages,2017/9/8,2354
Food Grains,2017/9/9,1612
Beverages,2017/9/9,1225
"Eggs, Meat & Fish",2017/9/9,1146
Snacks,2017/9/10,781
Snacks,2017/9/10,1641
Oil & Masala,2017/9/10,2398
Bakery,2017/9/10,885
Oil & Masala,2017/9/10,1536
Bakery,2017/9/10,1541
"Eggs, Meat & Fish",2017/9/10,777
Bakery,2017/9/10,1944
"Eggs, Meat & Fish",2017/9/10,1519
Bakery,2017/9/10,1928
Bakery,2017/9/10,976
Beverages,2017/9/11,1474
Beverages,2017/9/11,531
Snacks,2017/9/11,1138
Beverages,2017/9/11,885
Snacks,2017/9/11,1126
Snacks,2017/9/11,2070
Food Grains,2017/9/11,2227
Food Grains,2017/9/11,1484
"Eggs, Meat & Fish",2017/9/11,1760
"Eggs, Meat & Fish",2017/9/11,931
Food Grains,2017/9/11,2283
Food Grains,2017/9/11,1639
Oil & Masala,2017/9/11,1929
Oil & Masala,2017/9/11,1561
Fruits & Veggies,2017/9/11,1000
Beverages,2017/9/11,1101
"Eggs, Meat & Fish",2017/9/11,1266
Snacks,2017/9/12,1401
Oil & Masala,2017/9/12,678
Snacks,2017/9/12,2417
Beverages,2017/9/12,2211
Food Grains,2017/9/12,918
Beverages,2017/9/12,1129
Beverages,2017/9/12,2433
Snacks,2017/9/12,1371
Food Grains,2017/9/12,1697
Bakery,2017/9/12,907
"Eggs, Meat & Fish",2017/9/12,2087
Fruits & Veggies,2017/9/12,2205
Oil & Masala,2017/9/12,1772
"Eggs, Meat & Fish",2017/9/12,1186
Bakery,2017/9/12,2046
Beverages,2017/9/13,1464
Food Grains,2017/9/13,2033
Food Grains,2017/9/13,1477
Bakery,2017/9/13,693
"Eggs, Meat & Fish",2017/9/13,1615
Oil & Masala,2017/9/13,1405
Beverages,2017/9/13,1576
Oil & Masala,2017/9/13,2081
"Eggs, Meat & Fish",2017/9/13,1936
Oil & Masala,2017/9/13,1350
Fruits & Veggies,2017/9/14,1031
Bakery,2017/9/14,643
Oil & Masala,2017/9/14,1214
Beverages,2017/9/15,2031
Food Grains,2017/9/15,1967
Beverages,2017/9/15,1504
Oil & Masala,2017/9/15,794
Fruits & Veggies,2017/9/15,1344
Fruits & Veggies,2017/9/15,1011
Snacks,2017/9/15,1482
Food Grains,2017/9/16,1808
Oil & Masala,2017/9/16,1966
